"Num","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extras","Citation_key","PMID","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
65,"RU44AWNF","journalArticle",2016,"Tischer, Christina; Weikl, Fabian; Probst, Alexander J.; Standl, Marie; Heinrich, Joachim; Pritsch, Karin","Urban dust microbiome: Impact on later atopy and wheezing","Environmental Health Perspectives",NA,"0091-6765","10.1289/EHP158","https://ehp.niehs.nih.gov/doi/10.1289/EHP158","Background: Investigations in urban areas have just begun to explore how the indoor dust microbiome may affect the pathogenesis of asthma and allery. oBjective: We aimed to investigate the early fungal and bacterial microbiome in house dust with allergic sensitization and wheezing later in childhood. Methods: Individual dust samples from 189 homes of the LISAplus birth cohort study were collected shortly after birth from living room floors and profiled for fungal and bacterial microbiome. Fungal and bacterial diversity was assessed with terminal restriction fragment length polymorphism (tRFLP) and defined by Simpson's Diversity Index. Information on wheezing outcomes and covariates until the age of 10 years was obtained by parent questionnaires. Information on specific allergic sensitization was available at child's age 6 and 10 years. Logistic regression and general estimation equation (GEE) models were used to examine the relationship between microbial diversity and health outcomes. results: Adjusted logistic regression analyses revealed a significantly reduced risk of developing sensitization to aero-allergens at 6 years and ever wheezing until the age of 10 years for exposure to higher fungal diversity [adjusted odds ratio (aOR) = 0.26 (95% CI: 0.10, 0.70), and 0.42 (95% CI: 0.18, 0.96), respectively]. The associations were attenuated for the longitudinal analyses (GEE) until the age of 10 years. There was no association between higher exposure to bacterial diversity and the tested health outcomes. conclusion: Higher early exposure to fungal diversity might help to prevent a child from developing sensitization to aero-allergens in early childhood, but the reasons for attenuated effects in later childhood require further prospective studies.","2016-12","25/04/2024 16:33","25/04/2024 16:33",NA,"1919–1923",NA,"12","124",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: tischer2016a PMID: 27232328","tischer2016a ",27232328,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"3J2R9F46","journalArticle",2016,"Wilkins, David; Leung, Marcus Hy; Lee, Patrick Kh","Indoor air bacterial communities in Hong Kong households assemble independently of occupant skin microbiomes","Environmental Microbiology",NA,"1462-2912","10.1111/1462-2920.12889","https://sfamjournals.onlinelibrary.wiley.com/doi/10.1111/1462-2920.12889","More than in any other habitat, humans exert a large influence on microbial communities indoors. Frequent contact between occupant skin and indoor surfaces causes indoor surface microbial communities to be largely assembled from and thus closely resemble occupant skin microbiomes. While indoor air and dust are known to also contain many human‐associated taxa, household air communities have not yet been directly compared with occupant skin microbiomes. We sampled microorganisms from air, surfaces and occupant skin in 19 H ong K ong households and used Illumina sequencing of the V4 hypervariable region of the 16 S rRNA gene to investigate the dispersal relationships between the bacterial communities at each site. Our results confirmed that indoor surfaces bear the ‘bacterial fingerprint' of household occupant skin. However, while air communities contained abundant human‐associated taxa and were household specific, air communities in each household did not resemble occupant skin from that household any more than occupant skin from other households. Our results suggest that, at least in H ong K ong, indoor air bacterial communities may be assembled largely from outdoor air and occupant body sites other than skin, and unlike surface communities do not harbour the occupants' skin ‘bacterial fingerprint'.","2016-06","25/04/2024 16:33","25/04/2024 16:33",NA,"1754–1763",NA,"6","18",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: wilkins2016a PMID: 25923292","wilkins2016a ",25923292,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"6TI234LS","journalArticle",2016,"Naegele, A.; Reboux, G.; Vacheyrou, M.; Valot, B.; Millon, L.; Roussel, S.","Microbiological consequences of indoor composting","Indoor Air-international Journal of Indoor Air Quality and Climate",NA,"9056947","10.1111/ina.12242","https://onlinelibrary.wiley.com/doi/10.1111/ina.12242","Recycling of organic waste appeals to more and more people. The aim of this study was to evaluate the microbiological contamination around organic waste bins at three distances over a 12-month period. Contamination near the customary trash of control households was evaluated at the beginning to ensure that there is no recruitment bias. Air samples using the MAS 100 impactor were carried out in 38 dwellings that do household waste composting and in 10 dwellings of controls. Collection of particles by CIP 10 rotating cup sampler and dust samples collected by electrostatic dust collector cloths were acquired in dwellings that do household waste composting. Samples were analyzed by culture and by real-time quantitative PCR. Information about dwelling characteristics and inhabitant practices was obtained by a standardized questionnaire. The genera most often isolated were Penicillium, Aspergillus, Cladosporium and Streptomyces. Near the organic waste bins, bioaerosol samples showed an increase of Acarus siro (P = 0.001). Sedimented dust analyses highlighted an increase of A. siro, Wallemia sebi, Aspergillus versicolor, and Cladosporium sphaerospermum concentrations after a 12-month survey compared to the beginning. Composting favors microorganism development over time, but does not seem to have an effect on the bioaerosol levels and the surface microbiota beyond 0.5 m from the waste bin.","2016-08","25/04/2024 16:33","25/04/2024 16:33",NA,"605–613",NA,"4","26",NA,"Indoor Air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: naegele2016a PMID: 26299932","naegele2016a ",26299932,NA,NA,NA,"Composting; Electrostatic dust collector; Indoor air; Mites; Molds; Waste bin",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"4NF8MB8A","journalArticle",2016,"Dannemiller, K. C.; Gent, J. F.; Leaderer, B. P.; Peccia, J.","Influence of housing characteristics on bacterial and fungal communities in homes of asthmatic children","Indoor Air-international Journal of Indoor Air Quality and Climate",NA,"9056947","10.1111/ina.12205","https://onlinelibrary.wiley.com/doi/10.1111/ina.12205","Variations in home characteristics, such as moisture and occupancy, affect indoor microbial ecology as well as human exposure to microorganisms. Our objective was to determine how indoor bacterial and fungal community structure and diversity are associated with the broader home environment and its occupants. Next-generation DNA sequencing was used to describe fungal and bacterial communities in house dust sampled from 198 homes of asthmatic children in southern New England. Housing characteristics included number of people/children, level of urbanization, single/multifamily home, reported mold, reported water leaks, air conditioning (AC) use, and presence of pets. Both fungal and bacterial community structures were non-random and demonstrated species segregation (C-score, P < 0.00001). Increased microbial richness was associated with the presence of pets, water leaks, longer AC use, suburban (vs. urban) homes, and dust composition measures (P < 0.05). The most significant differences in community composition were observed for AC use and occupancy (people, children, and pets) characteristics. Occupant density measures were associated with beneficial bacterial taxa, including Lactobacillus johnsonii as measured by qPCR. A more complete knowledge of indoor microbial communities is useful for linking housing characteristics to human health outcomes. Microbial assemblies in house dust result, in part, from the building's physical and occupant characteristics.","2016-04","25/04/2024 16:33","25/04/2024 16:33",NA,"179–192",NA,"2","26",NA,"Indoor Air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: dannemiller2016a PMID: 25833176","dannemiller2016a ",25833176,NA,NA,NA,"Asthma; Bacteria; Beneficial microbes; Fungi; Indoor microbiome; Next generation DNA sequencing",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"CZMY8J3B","journalArticle",2016,"Pakpour, Sepideh; Scott, James A.; Turvey, Stuart E.; Brook, Jeffrey R.; Takaro, Timothy K.; Sears, Malcolm R.; Klironomos, John","Presence of archaea in the indoor environment and their relationships with housing characteristics","Microbial Ecology",NA,"0095-3628","10.1007/s00248-016-0767-z","http://link.springer.com/10.1007/s00248-016-0767-z","Archaea are widespread and abundant in soils, oceans, or human and animal gastrointestinal (GI) tracts. However, very little is known about the presence of Archaea in indoor environments and factors that can regulate their abundances. Using a quantitative PCR approach, and targeting the archaeal and bacterial 16S rRNA genes in floor dust samples, we found that Archaea are a common part of the indoor microbiota, 5.01 ± 0.14 (log 16S rRNA gene copies/g dust, mean ± SE) in bedrooms and 5.58 ± 0.13 in common rooms, such as living rooms. Their abundance, however, was lower than bacteria: 9.20 ± 0.32 and 9.17 ± 0.32 in bedrooms and common rooms, respectively. In addition, by measuring a broad array of environmental factors, we obtained preliminary insights into how the abundance of total archaeal 16S rRNA gene copies in indoor environment would be associated with building characteristics and occupants' activities. Based on the results, Archaea are not equally distributed within houses, and the areas with greater input of outdoor microbiome and higher traffic and material heterogeneity tend to have a higher abundance of Archaea. Nevertheless, more research is needed to better understand causes and consequences of this microbial group in indoor environments.","2016-08","25/04/2024 16:33","25/04/2024 16:33",NA,"305–312",NA,"2","72",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: pakpour2016a PMID: 27098176","pakpour2016a ",27098176,NA,NA,NA,"Archaea; Bacteria; Building characteristics; Human activities; Indoor environment; qPCR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"XIHGLS6F","journalArticle",2016,"Stein, Michelle M.; Hrusch, Cara L.; Gozdz, Justyna; Igartua, Catherine; Pivniouk, Vadim; Murray, Sean E.; Ledford, Julie G.; Marques dos Santos, Mauricius; Anderson, Rebecca L.; Metwali, Nervana; Neilson, Julia W.; Maier, Raina M.; Gilbert, Jack A.; Holbreich, Mark; Thorne, Peter S.; Martinez, Fernando D.; von Mutius, Erika; Vercelli, Donata; Ober, Carole; Sperling, Anne I.","Innate immunity and asthma risk in amish and hutterite farm children","New England Journal of Medicine",NA,"0028-4793","10.1056/NEJMoa1508749","http://www.nejm.org/doi/10.1056/NEJMoa1508749","","2016-08","25/04/2024 16:33","25/04/2024 16:33",NA,"411–421",NA,"5","375",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: stein2016a PMID: 27518660","stein2016a ",27518660,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"LTHQM6BZ","journalArticle",2016,"Hartmann, Erica M.; Hickey, Roxana; Hsu, Tiffany; Betancourt Román, Clarisse M.; Chen, Jing; Schwager, Randall; Kline, Jeff; Brown, G. Z.; Halden, Rolf U.; Huttenhower, Curtis; Green, Jessica L.","Antimicrobial chemicals are associated with elevated antibiotic resistance genes in the indoor dust microbiome","Environmental Science and Technology",NA,"15205851","10.1021/acs.est.6b00262","","Antibiotic resistance is increasingly widespread, largely due to human influence. Here, we explore the relationship between antibiotic resistance genes and the antimicrobial chemicals triclosan, triclocarban, and methyl-, ethyl-, propyl-, and butylparaben in the dust microbiome. Dust samples from a mixed-use athletic and educational facility were subjected to microbial and chemical analyses using a combination of 16S rRNA amplicon sequencing, shotgun metagenome sequencing, and liquid chromatography tandem mass spectrometry. The dust resistome was characterized by identifying antibiotic resistance genes annotated in the Comprehensive Antibiotic Resistance Database (CARD) from the metagenomes of each sample using the Short, Better Representative Extract Data set (ShortBRED). The three most highly abundant antibiotic resistance genes were tet(W), blaSRT-1, and erm(B). The complete dust resistome was then compared against the measured concentrations of antimicrobial chemicals, which for triclosan ranged from 0.5 to 1970 ng/g dust. We observed six significant positive associations between the concentration of an antimicrobial chemical and the relative abundance of an antibiotic resistance gene, including one between the ubiquitous antimicrobial triclosan and erm(X), a 23S rRNA methyltransferase implicated in resistance to several antibiotics. This study is the first to look for an association between antibiotic resistance genes and antimicrobial chemicals in dust.","2016","25/04/2024 16:33","25/04/2024 16:33",NA,"9807–9815",NA,"18","50",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: hartmann2016a PMID: 27599587","hartmann2016a ",27599587,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"LDIPPJGK","journalArticle",2016,"Hoisington, A.; Maestre, J. P.; Kinney, K. A.; Siegel, J. A.","Characterizing the bacterial communities in retail stores in the United States","Indoor Air-international Journal of Indoor Air Quality and Climate",NA,"9056947","10.1111/ina.12273","https://onlinelibrary.wiley.com/doi/10.1111/ina.12273","The microorganisms present in retail environments have not been studied in detail despite the fact that these environments represent a potentially important location for exposure. In this study, HVAC filter dust samples in 13 US retail stores were collected and analyzed via pyrosequencing to characterize the indoor bacterial communities and to explore potential relationships between these communities and building and environmental parameters. Although retail stores contained a diverse bacterial community of 788 unique genera, over half of the nearly 118K sequences were attributed to the Proteobacteria phylum. Streptophyta, Bacillus, Corynebacterium, Pseudomonas, and Acinetobacter were the most prevalent genera detected. The recovered indoor airborne microbial community was statistically associated with both human oral and skin microbiota, indicating occupants are important contributors, despite a relatively low occupant density per unit volume in retail stores. Bacteria generally associated with outdoor environments were present in the indoor communities with no obvious association with air exchange rate, even when considering relative abundance. No significant association was observed between the indoor bacterial community recovered and store location, store type, or season. However, predictive functional gene profiling showed significant associations between the indoor community and season. The microbiome recovered from multiple samples collected months apart from the same building varied significantly indicating that caution is warranted when trying to characterize the bacterial community with a single sampling event.","2016-12","25/04/2024 16:33","25/04/2024 16:33",NA,"857–868",NA,"6","26",NA,"Indoor Air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: hoisington2016a PMID: 26610179","hoisington2016a ",26610179,NA,NA,NA,"16S; Bacteria; Human microbiome; HVAC filter dust; Pyrosequencing; Retail stores",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"9FVVLSWY","journalArticle",2016,"Dannemiller, Karen C.; Gent, Janneane F.; Leaderer, Brian P.; Peccia, Jordan","Indoor microbial communities: Influence on asthma severity in atopic and nonatopic children","Journal of Allergy and Clinical Immunology",NA,"916749","10.1016/j.jaci.2015.11.027","https://linkinghub.elsevier.com/retrieve/pii/S0091674916000300","Background Allergic and nonallergic asthma severity in children can be affected by microbial exposures. Objective We sought to examine associations between exposures to household microbes and childhood asthma severity stratified by atopic status. Methods Participants (n = 196) were selected from a cohort of asthmatic children in Connecticut and Massachusetts. Children were grouped according to asthma severity (mild with no or minimal symptoms and medication or moderate to severe persistent) and atopic status (determined by serum IgE levels). Microbial community structure and concentrations in house dust were determined by using next-generation DNA sequencing and quantitative PCR. Logistic regression was used to explore associations between asthma severity and exposure metrics, including richness, taxa identification and quantification, community composition, and concentration of total fungi and bacteria. Results Among all children, increased asthma severity was significantly associated with an increased concentration of summed allergenic fungal species, high total fungal concentrations, and high bacterial richness by using logistic regression in addition to microbial community composition by using the distance comparison t test. Asthma severity in atopic children was associated with fungal community composition (P = .001). By using logistic regression, asthma severity in nonatopic children was associated with total fungal concentration (odds ratio, 2.40; 95% CI, 1.06-5.44). The fungal genus Volutella was associated with increased asthma severity in atopic children (P = .0001, q = 0.04). The yeast genera Kondoa might be protective; Cryptococcus species might also affect asthma severity. Conclusion Asthma severity among this cohort of children was associated with microbial exposure, and associations differed based on atopic status.","2016-07","25/04/2024 16:33","25/04/2024 16:33",NA,"76–83.e1",NA,"1","138",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: dannemiller2016b PMID: 26851966","dannemiller2016b ",26851966,NA,NA,NA,"Allergy; asthma severity; atopy; bacteria; children; DNA sequencing; fungi; indoor environment; microbial communities; nonallergic asthma",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"33SKH7SQ","journalArticle",2016,"Weikl, Fabian; Tischer, Christina; Probst, Alexander J.; Heinrich, Joachim; Markevych, Iana; Jochner, Susanne; Pritsch, Karin","Fungal and bacterial communities in indoor dust follow different environmental determinants","PLOS ONE",NA,"1932-6203","10.1371/journal.pone.0154131","https://dx.plos.org/10.1371/journal.pone.0154131","People spend most of their time inside buildings and the indoor microbiome is a major part of our everyday environment. It affects humans' wellbeing and therefore its composition is important for use in inferring human health impacts. It is still not well understood how environmental conditions affect indoor microbial communities. Existing studies have mostly focussed on the local (e.g., building units) or continental scale and rarely on the regional scale, e.g. a specific metropolitan area. Therefore, we wanted to identify key environmental determinants for the house dust microbiome from an existing collection of spatially (area of Munich, Germany) and temporally (301 days) distributed samples and to determine changes in the community as a function of time. To that end, dust samples that had been collected once from the living room floors of 286 individual households, were profiled for fungal and bacterial community variation and diversity using microbial fingerprinting techniques. The profiles were tested for their association with occupant behaviour, building characteristics, outdoor pollution, vegetation, and urbanization. Our results showed that more environmental and particularly outdoor factors (vegetation, urbanization, airborne particulate matter) affected the community composition of indoor fungi than of bacteria. The passage of time affected fungi and, surprisingly, also strongly affected bacteria. We inferred that fungal communities in indoor dust changed semi-annually, whereas bacterial communities paralleled outdoor plant phenological periods. These differences in temporal dynamics cannot be fully explained and should be further investigated in future studies on indoor microbiomes.","2016-04","25/04/2024 16:33","25/04/2024 16:33",NA,"e0154131",NA,"4","11",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: weikl2016a PMID: 27100967","weikl2016a ",27100967,NA,NA,NA,"",NA,"Moreau, Corrie S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"SVEN98D4","journalArticle",2015,"Kettleson, Eric M.; Adhikari, Atin; Vesper, Stephen; Coombs, Kanistha; Indugula, Reshmi; Reponen, Tiina","Key determinants of the fungal and bacterial microbiomes in homes","Environmental Research",NA,"139351","10.1016/j.envres.2015.02.003","https://linkinghub.elsevier.com/retrieve/pii/S0013935115000304","Background: The microbiome of the home is of great interest because of its possible impact on health. Our goal was to identify some of the factors that determine the richness, evenness and diversity of the home's fungal and bacterial microbiomes. Method: Vacuumed settled dust from homes (n=35) in Cincinnati, OH, were analyzed by pyrosequencing to determine the fungal and bacterial relative sequence occurrence. The correlation coefficients between home environmental characteristics, including age of home, Environmental Relative Moldiness Index (ERMI) values, occupant number, relative humidity and temperature, as well as pets (dog and cat) were evaluated for their influence on fungal and bacterial communities. In addition, linear discriminant analysis (LDA) was used for identifying fungal and bacterial genera and species associated with those housing determinants found to be significant. Results: The fungal richness was found to be positively correlated with age of home (p=0.002), ERMI value (p=0.003), and relative humidity (p=0.015) in the home. However, fungal evenness and diversity were only correlated with the age of home (p=0.001). Diversity and evenness (not richness) of the bacterial microbiome in the homes were associated with dog ownership.Linear discriminant analysis showed total of 39 putative fungal genera/species with significantly higher LDA scores in high ERMI homes and 47 genera/species with significantly higher LDA scores in homes with high relative humidity. When categorized according to the age of the home, a total of 67 fungal genera/species had LDA scores above the significance threshold. Dog ownership appeared to have the most influence on the bacterial microbiome, since a total of 130 bacterial genera/species had significantly higher LDA scores in homes with dogs. Conclusions: Some key determinants of the fungal and bacterial microbiome appear to be excess moisture, age of the home and dog ownership.","2015-04","25/04/2024 16:33","25/04/2024 16:33",NA,"130–135",NA,"","138",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: kettleson2015a PMID: 25707017","kettleson2015a ",25707017,NA,NA,NA,"Bacteria; Fungi; Indoor environment; Microbial diversity; Microbiome",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"5BDD6UIJ","journalArticle",2014,"Konya, T.; Koster, B.; Maughan, H.; Escobar, M.; Azad, M.B.; Guttman, D.S.; Sears, M.R.; Becker, A.B.; Brook, J.R.; Takaro, T.K.; Kozyrskyj, A.L.; Scott, J.A.","Associations between bacterial communities of house dust and infant gut","Environmental Research",NA,"139351","10.1016/j.envres.2014.02.005","https://linkinghub.elsevier.com/retrieve/pii/S0013935114000267","The human gut is host to a diverse and abundant community of bacteria that influence health and disease susceptibility. This community develops in infancy, and its composition is strongly influenced by environmental factors, notably perinatal anthropogenic exposures such as delivery mode (Cesarean vs. vaginal) and feeding method (breast vs. formula); however, the built environment as a possible source of exposure has not been considered. Here we report on a preliminary investigation of the associations between bacteria in house dust and the nascent fecal microbiota from 20 subjects from the Canadian Healthy Infant Longitudinal Development (CHILD) Study using high-throughput sequence analysis of portions of the 16S rRNA gene. Despite significant differences between the dust and fecal microbiota revealed by Nonmetric Multidimensional Scaling (NMDS) analysis, permutation analysis confirmed that 14 bacterial OTUs representing the classes Actinobacteria (3), Bacilli (3), Clostridia (6) and Gammaproteobacteria (2) co-occurred at a significantly higher frequency in matched dust-stool pairs than in randomly permuted pairs, indicating an association between these dust and stool communities. These associations could indicate a role for the indoor environment in shaping the nascent gut microbiota, but future studies will be needed to confirm that our findings do not solely reflect a reverse pathway. Although pet ownership was strongly associated with the presence of certain genera in the dust for dogs (Agrococcus, Carnobacterium, Exiguobacterium, Herbaspirillum, Leifsonia and Neisseria) and cats (Escherichia), no clear patterns were observed in the NMDS-resolved stool community profiles as a function of pet ownership. © 2014 Elsevier Inc.","2014-05","25/04/2024 16:33","25/04/2024 16:33",NA,"25–30",NA,"","131",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: konya2014a PMID: 24637181","konya2014a ",24637181,NA,NA,NA,"Built environment; Child health; Gut microbiota",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"46YMBKPF","journalArticle",2014,"Adhikari, Atin; Kettleson, Eric M.; Vesper, Stephen; Kumar, Sudhir; Popham, David L.; Schaffer, Christopher; Indugula, Reshmi; Chatterjee, Kanistha; Allam, Karteek K.; Grinshpun, Sergey A.; Reponen, Tiina","Dustborne and airborne Gram-positive and Gram-negative bacteria in high versus low ERMI homes","Science of The Total Environment",NA,"489697","10.1016/j.scitotenv.2014.02.110","https://linkinghub.elsevier.com/retrieve/pii/S0048969714003003","The study aimed at investigating Gram-positive and Gram-negative bacteria in moldy and non-moldy homes, as defined by the home's Environmental Relative Moldiness Index (ERMI) value. The ERMI values were determined from floor dust samples in 2010 and 2011 and homes were classified into low (<. 5) and high (>. 5) ERMI groups based on the average ERMI values as well as 2011 ERMI values. Dust and air samples were collected from the homes in 2011 and all samples were analyzed for Gram-positive and Gram-negative bacteria using QPCR assays, endotoxin by the LAL assay, and N-acetyl-muramic acid using HPLC. In addition, air samples were analyzed for culturable bacteria. When average ERMI values were considered, the concentration and load of Gram-positive bacteria determined with QPCR in house dust, but not air, were significantly greater in high ERMI homes than in low ERMI homes. Furthermore, the concentration of endotoxin, but not muramic acid, in the dust was significantly greater in high ERMI than in low ERMI homes. In contrast, when ERMI values of 2011 were considered, Gram-negative bacteria determined with QPCR in air, endotoxin in air, and muramic acid in dust were significantly greater in high ERMI homes. The results suggest that both short-term and long-term mold contamination in homes could be linked with the bacterial concentrations in house dust, however, only the current mold status was associated with bacterial concentrations in air. Although correlations were found between endotoxin and Gram-negative bacteria as well as between muramic acid and Gram-positive bacteria in the entire data set, diverging associations were observed between the different measures of bacteria and the home moldiness. It is likely that concentrations of cells obtained by QPCR and concentrations of cell wall components are not equivalent and represent too broad categories to understand the bacterial composition and sources of the home microbiota. © 2014 Elsevier B.V.","2014-06","25/04/2024 16:33","25/04/2024 16:33",NA,"92–99",NA,"1","482-483",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation Key: adhikari2014a PMID: 24642096","adhikari2014a ",24642096,NA,NA,NA,"Bacteria; Endotoxin; ERMI; Indoor air quality; Mold; Muramic acid",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
